"Plot Title: Sellke Windward 1"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20641415, SEN S/N: 20641415)","Intensity, Lux (LGR S/N: 20641415, SEN S/N: 20641415)","Coupler Attached (LGR S/N: 20641415)","Host Connected (LGR S/N: 20641415)","Stopped (LGR S/N: 20641415)","End Of File (LGR S/N: 20641415)"
122,03/23/24 05:30:00 AM,27.862,0.0,,,,
123,03/23/24 06:00:00 AM,27.961,0.0,,,,
124,03/23/24 06:30:00 AM,27.961,0.0,,,,
125,03/23/24 07:00:00 AM,27.862,0.0,,,,
126,03/23/24 07:30:00 AM,27.862,279.9,,,,
127,03/23/24 08:00:00 AM,27.961,2411.1,,,,
128,03/23/24 08:30:00 AM,27.862,5511.1,,,,
129,03/23/24 09:00:00 AM,26.585,7577.8,,,,
130,03/23/24 09:30:00 AM,26.683,9644.5,,,,
131,03/23/24 10:00:00 AM,27.272,11711.2,,,,
132,03/23/24 10:30:00 AM,28.159,14466.8,,,,
133,03/23/24 11:00:00 AM,29.152,17222.3,,,,
134,03/23/24 11:30:00 AM,32.188,52355.9,,,,
135,03/23/24 12:00:00 PM,30.457,49600.3,,,,
136,03/23/24 12:30:00 PM,29.953,31689.1,,,,
137,03/23/24 01:00:00 PM,29.352,28933.5,,,,
138,03/23/24 01:30:00 PM,29.352,23422.4,,,,
139,03/23/24 02:00:00 PM,29.252,22044.6,,,,
140,03/23/24 02:30:00 PM,28.754,23422.4,,,,
141,03/23/24 03:00:00 PM,28.456,15844.5,,,,
142,03/23/24 03:30:00 PM,28.159,8611.2,,,,
143,03/23/24 04:00:00 PM,28.258,8266.7,,,,
144,03/23/24 04:30:00 PM,28.555,13777.9,,,,
145,03/23/24 05:00:00 PM,28.953,7577.8,,,,
146,03/23/24 05:30:00 PM,28.953,4477.8,,,,
147,03/23/24 06:00:00 PM,28.953,2755.6,,,,
148,03/23/24 06:30:00 PM,28.853,1722.2,,,,
149,03/23/24 07:00:00 PM,28.754,688.9,,,,
150,03/23/24 07:30:00 PM,28.754,32.3,,,,
151,03/23/24 08:00:00 PM,28.555,0.0,,,,
152,03/23/24 08:30:00 PM,28.555,0.0,,,,
153,03/23/24 09:00:00 PM,28.357,0.0,,,,
154,03/23/24 09:30:00 PM,26.488,0.0,,,,
155,03/23/24 10:00:00 PM,26.292,0.0,,,,
156,03/23/24 10:30:00 PM,26.488,0.0,,,,
157,03/23/24 11:00:00 PM,26.683,0.0,,,,
158,03/23/24 11:30:00 PM,26.781,0.0,,,,
159,03/24/24 12:00:00 AM,26.292,0.0,,,,
160,03/24/24 12:30:00 AM,27.961,0.0,,,,
161,03/24/24 01:00:00 AM,27.961,0.0,,,,
162,03/24/24 01:30:00 AM,27.961,0.0,,,,
163,03/24/24 02:00:00 AM,27.862,0.0,,,,
164,03/24/24 02:30:00 AM,27.862,0.0,,,,
165,03/24/24 03:00:00 AM,27.862,0.0,,,,
166,03/24/24 03:30:00 AM,27.862,0.0,,,,
167,03/24/24 04:00:00 AM,27.862,0.0,,,,
168,03/24/24 04:30:00 AM,27.862,0.0,,,,
169,03/24/24 05:00:00 AM,27.862,0.0,,,,
170,03/24/24 05:30:00 AM,27.764,0.0,,,,
171,03/24/24 06:00:00 AM,27.862,0.0,,,,
172,03/24/24 06:30:00 AM,27.862,0.0,,,,
173,03/24/24 07:00:00 AM,27.961,0.0,,,,
174,03/24/24 07:30:00 AM,27.961,279.9,,,,
175,03/24/24 08:00:00 AM,27.961,1463.9,,,,
176,03/24/24 08:30:00 AM,27.961,5166.7,,,,
177,03/24/24 09:00:00 AM,27.764,10333.4,,,,
178,03/24/24 09:30:00 AM,27.173,20666.8,,,,
179,03/24/24 10:00:00 AM,27.961,21355.7,,,,
180,03/24/24 10:30:00 AM,29.452,11711.2,,,,
181,03/24/24 11:00:00 AM,31.778,24800.2,,,,
182,03/24/24 11:30:00 AM,40.761,143289.8,,,,
183,03/24/24 12:00:00 PM,36.511,49600.3,,,,
184,03/24/24 12:30:00 PM,31.268,49600.3,,,,
185,03/24/24 01:00:00 PM,29.252,19289.0,,,,
186,03/24/24 01:30:00 PM,29.552,44089.2,,,,
187,03/24/24 02:00:00 PM,29.053,15844.5,,,,
188,03/24/24 02:30:00 PM,28.953,12400.1,,,,
189,03/24/24 03:00:00 PM,28.555,14466.8,,,,
190,03/24/24 03:30:00 PM,28.655,10333.4,,,,
191,03/24/24 04:00:00 PM,28.655,10677.8,,,,
192,03/24/24 04:30:00 PM,28.754,12400.1,,,,
193,03/24/24 05:00:00 PM,28.853,6544.5,,,,
194,03/24/24 05:30:00 PM,28.655,7233.4,,,,
195,03/24/24 06:00:00 PM,29.053,3100.0,,,,
196,03/24/24 06:30:00 PM,28.953,2497.2,,,,
197,03/24/24 07:00:00 PM,28.853,721.2,,,,
198,03/24/24 07:30:00 PM,28.754,43.1,,,,
199,03/24/24 08:00:00 PM,28.655,0.0,,,,
200,03/24/24 08:30:00 PM,28.555,0.0,,,,
201,03/24/24 09:00:00 PM,28.456,0.0,,,,
202,03/24/24 09:30:00 PM,27.173,0.0,,,,
203,03/24/24 10:00:00 PM,26.195,0.0,,,,
204,03/24/24 10:30:00 PM,26.097,0.0,,,,
205,03/24/24 11:00:00 PM,26.195,0.0,,,,
206,03/24/24 11:30:00 PM,25.902,0.0,,,,
207,03/25/24 12:00:00 AM,26.000,0.0,,,,
208,03/25/24 12:30:00 AM,26.292,0.0,,,,
209,03/25/24 01:00:00 AM,27.665,0.0,,,,
210,03/25/24 01:30:00 AM,27.764,0.0,,,,
211,03/25/24 02:00:00 AM,27.764,0.0,,,,
212,03/25/24 02:30:00 AM,27.764,0.0,,,,
213,03/25/24 03:00:00 AM,27.764,0.0,,,,
214,03/25/24 03:30:00 AM,27.764,0.0,,,,
215,03/25/24 04:00:00 AM,27.764,0.0,,,,
216,03/25/24 04:30:00 AM,27.567,0.0,,,,
217,03/25/24 05:00:00 AM,27.665,0.0,,,,
218,03/25/24 05:30:00 AM,27.665,0.0,,,,
219,03/25/24 06:00:00 AM,27.665,0.0,,,,
220,03/25/24 06:30:00 AM,27.665,0.0,,,,
221,03/25/24 07:00:00 AM,27.665,0.0,,,,
222,03/25/24 07:30:00 AM,27.665,258.3,,,,
223,03/25/24 08:00:00 AM,27.665,979.5,,,,
224,03/25/24 08:30:00 AM,27.665,1550.0,,,,
225,03/25/24 09:00:00 AM,27.764,2325.0,,,,
226,03/25/24 09:30:00 AM,26.879,3788.9,,,,
227,03/25/24 10:00:00 AM,25.416,4477.8,,,,
228,03/25/24 10:30:00 AM,25.319,5166.7,,,,
229,03/25/24 11:00:00 AM,26.195,6544.5,,,,
230,03/25/24 11:30:00 AM,35.435,132267.5,,,,
231,03/25/24 12:00:00 PM,41.575,176356.7,,,,
232,03/25/24 12:30:00 PM,43.480,126756.4,,,,
233,03/25/24 01:00:00 PM,35.542,88178.4,,,,
234,03/25/24 01:30:00 PM,30.760,30311.3,,,,
235,03/25/24 02:00:00 PM,30.558,26178.0,,,,
236,03/25/24 02:30:00 PM,30.054,57867.0,,,,
237,03/25/24 03:00:00 PM,29.252,30311.3,,,,
238,03/25/24 03:30:00 PM,28.853,28933.5,,,,
239,03/25/24 04:00:00 PM,28.655,10677.8,,,,
240,03/25/24 04:30:00 PM,28.555,10677.8,,,,
241,03/25/24 05:00:00 PM,28.258,8611.2,,,,
242,03/25/24 05:30:00 PM,28.258,7577.8,,,,
243,03/25/24 06:00:00 PM,28.060,4305.6,,,,
244,03/25/24 06:30:00 PM,28.159,1722.2,,,,
245,03/25/24 07:00:00 PM,28.159,721.2,,,,
246,03/25/24 07:30:00 PM,28.060,43.1,,,,
247,03/25/24 08:00:00 PM,28.258,0.0,,,,
248,03/25/24 08:30:00 PM,28.357,0.0,,,,
249,03/25/24 09:00:00 PM,28.357,0.0,,,,
250,03/25/24 09:30:00 PM,28.357,0.0,,,,
251,03/25/24 10:00:00 PM,25.708,0.0,,,,
252,03/25/24 10:30:00 PM,25.610,0.0,,,,
253,03/25/24 11:00:00 PM,25.708,0.0,,,,
254,03/25/24 11:30:00 PM,26.097,0.0,,,,
255,03/26/24 12:00:00 AM,26.292,0.0,,,,
256,03/26/24 12:30:00 AM,25.708,0.0,,,,
257,03/26/24 01:00:00 AM,24.835,0.0,,,,
258,03/26/24 01:30:00 AM,26.585,0.0,,,,
259,03/26/24 02:00:00 AM,27.567,0.0,,,,
260,03/26/24 02:30:00 AM,27.665,0.0,,,,
261,03/26/24 03:00:00 AM,27.764,0.0,,,,
262,03/26/24 03:30:00 AM,27.862,0.0,,,,
263,03/26/24 04:00:00 AM,27.862,0.0,,,,
264,03/26/24 04:30:00 AM,27.764,0.0,,,,
265,03/26/24 05:00:00 AM,27.862,0.0,,,,
266,03/26/24 05:30:00 AM,27.665,0.0,,,,
267,03/26/24 06:00:00 AM,27.764,0.0,,,,
268,03/26/24 06:30:00 AM,27.764,0.0,,,,
269,03/26/24 07:00:00 AM,27.764,0.0,,,,
270,03/26/24 07:30:00 AM,27.862,139.9,,,,
271,03/26/24 08:00:00 AM,28.060,1162.5,,,,
272,03/26/24 08:30:00 AM,28.357,2583.4,,,,
273,03/26/24 09:00:00 AM,28.555,5338.9,,,,
274,03/26/24 09:30:00 AM,28.555,4650.0,,,,
275,03/26/24 10:00:00 AM,27.665,6544.5,,,,
276,03/26/24 10:30:00 AM,28.853,18600.1,,,,
277,03/26/24 11:00:00 AM,28.655,13777.9,,,,
278,03/26/24 11:30:00 AM,36.620,132267.5,,,,
279,03/26/24 12:00:00 PM,41.108,176356.7,,,,
280,03/26/24 12:30:00 PM,42.401,126756.4,,,,
281,03/26/24 01:00:00 PM,44.334,104711.8,,,,
282,03/26/24 01:30:00 PM,35.009,159823.3,,,,
283,03/26/24 02:00:00 PM,30.963,110223.0,,,,
284,03/26/24 02:30:00 PM,30.457,74400.5,,,,
285,03/26/24 03:00:00 PM,29.853,15844.5,,,,
286,03/26/24 03:30:00 PM,29.752,18600.1,,,,
287,03/26/24 04:00:00 PM,29.152,17911.2,,,,
288,03/26/24 04:30:00 PM,28.953,9300.1,,,,
289,03/26/24 05:00:00 PM,28.853,9300.1,,,,
290,03/26/24 05:30:00 PM,28.258,4650.0,,,,
291,03/26/24 06:00:00 PM,27.961,3788.9,,,,
292,03/26/24 06:30:00 PM,27.862,1980.6,,,,
293,03/26/24 07:00:00 PM,27.862,269.1,,,,
294,03/26/24 07:30:00 PM,28.258,32.3,,,,
295,03/26/24 08:00:00 PM,28.357,0.0,,,,
296,03/26/24 08:30:00 PM,28.655,0.0,,,,
297,03/26/24 09:00:00 PM,28.853,0.0,,,,
298,03/26/24 09:30:00 PM,28.853,0.0,,,,
299,03/26/24 10:00:00 PM,28.754,0.0,,,,
300,03/26/24 10:30:00 PM,26.488,0.0,,,,
301,03/26/24 11:00:00 PM,25.708,0.0,,,,
302,03/26/24 11:30:00 PM,25.610,0.0,,,,
303,03/27/24 12:00:00 AM,25.416,0.0,,,,
304,03/27/24 12:30:00 AM,25.416,0.0,,,,
305,03/27/24 01:00:00 AM,25.319,0.0,,,,
306,03/27/24 01:30:00 AM,25.513,0.0,,,,
307,03/27/24 02:00:00 AM,26.195,0.0,,,,
308,03/27/24 02:30:00 AM,28.258,0.0,,,,
309,03/27/24 03:00:00 AM,28.258,0.0,,,,
310,03/27/24 03:30:00 AM,28.258,0.0,,,,
311,03/27/24 04:00:00 AM,28.357,0.0,,,,
312,03/27/24 04:30:00 AM,28.159,0.0,,,,
313,03/27/24 05:00:00 AM,28.159,0.0,,,,
314,03/27/24 05:30:00 AM,28.159,0.0,,,,
315,03/27/24 06:00:00 AM,28.060,0.0,,,,
316,03/27/24 06:30:00 AM,28.060,0.0,,,,
317,03/27/24 07:00:00 AM,28.159,0.0,,,,
318,03/27/24 07:30:00 AM,28.159,193.8,,,,
319,03/27/24 08:00:00 AM,28.060,904.2,,,,
320,03/27/24 08:30:00 AM,28.159,1280.9,,,,
321,03/27/24 09:00:00 AM,28.159,2927.8,,,,
322,03/27/24 09:30:00 AM,28.258,3961.1,,,,
323,03/27/24 10:00:00 AM,28.555,7577.8,,,,
324,03/27/24 10:30:00 AM,28.456,14466.8,,,,
325,03/27/24 11:00:00 AM,27.567,12400.1,,,,
326,03/27/24 11:30:00 AM,33.118,115734.1,,,,
327,03/27/24 12:00:00 PM,35.971,110223.0,,,,
328,03/27/24 12:30:00 PM,41.108,115734.1,,,,
329,03/27/24 01:00:00 PM,40.185,104711.8,,,,
330,03/27/24 01:30:00 PM,33.118,104711.8,,,,
331,03/27/24 02:00:00 PM,31.064,23422.4,,,,
332,03/27/24 02:30:00 PM,30.558,71644.9,,,,
333,03/27/24 03:00:00 PM,30.054,26178.0,,,,
334,03/27/24 03:30:00 PM,29.252,12400.1,,,,
335,03/27/24 04:00:00 PM,29.053,15155.7,,,,
336,03/27/24 04:30:00 PM,28.953,9644.5,,,,
337,03/27/24 05:00:00 PM,28.953,3616.7,,,,
338,03/27/24 05:30:00 PM,28.655,2497.2,,,,
339,03/27/24 06:00:00 PM,28.159,1334.7,,,,
340,03/27/24 06:30:00 PM,28.159,742.7,,,,
341,03/27/24 07:00:00 PM,28.060,333.7,,,,
342,03/27/24 07:30:00 PM,28.060,10.8,,,,
343,03/27/24 08:00:00 PM,28.060,0.0,,,,
344,03/27/24 08:30:00 PM,27.961,0.0,,,,
345,03/27/24 09:00:00 PM,27.961,0.0,,,,
346,03/27/24 09:30:00 PM,27.961,0.0,,,,
347,03/27/24 10:00:00 PM,28.555,0.0,,,,
348,03/27/24 10:30:00 PM,28.357,0.0,,,,
349,03/27/24 11:00:00 PM,28.456,0.0,,,,
350,03/27/24 11:30:00 PM,26.488,0.0,,,,
351,03/28/24 12:00:00 AM,26.097,0.0,,,,
352,03/28/24 12:30:00 AM,26.195,0.0,,,,
353,03/28/24 01:00:00 AM,26.195,0.0,,,,
354,03/28/24 01:30:00 AM,26.195,0.0,,,,
355,03/28/24 02:00:00 AM,27.862,0.0,,,,
356,03/28/24 02:30:00 AM,28.060,0.0,,,,
357,03/28/24 03:00:00 AM,28.060,0.0,,,,
358,03/28/24 03:30:00 AM,28.060,0.0,,,,
359,03/28/24 04:00:00 AM,27.961,0.0,,,,
360,03/28/24 04:30:00 AM,27.862,0.0,,,,
361,03/28/24 05:00:00 AM,27.961,0.0,,,,
362,03/28/24 05:30:00 AM,27.862,0.0,,,,
363,03/28/24 06:00:00 AM,27.862,0.0,,,,
364,03/28/24 06:30:00 AM,28.060,0.0,,,,
365,03/28/24 07:00:00 AM,28.159,0.0,,,,
366,03/28/24 07:30:00 AM,28.159,172.2,,,,
367,03/28/24 08:00:00 AM,28.258,645.8,,,,
368,03/28/24 08:30:00 AM,28.357,979.5,,,,
369,03/28/24 09:00:00 AM,28.456,1636.1,,,,
370,03/28/24 09:30:00 AM,28.555,1894.5,,,,
371,03/28/24 10:00:00 AM,28.853,5511.1,,,,
372,03/28/24 10:30:00 AM,28.953,6200.0,,,,
373,03/28/24 11:00:00 AM,29.552,14466.8,,,,
374,03/28/24 11:30:00 AM,30.558,24800.2,,,,
375,03/28/24 12:00:00 PM,29.652,38578.0,,,,
376,03/28/24 12:30:00 PM,36.946,88178.4,,,,
377,03/28/24 01:00:00 PM,41.458,104711.8,,,,
378,03/28/24 01:30:00 PM,38.379,115734.1,,,,
379,03/28/24 02:00:00 PM,32.600,231468.2,,,,
380,03/28/24 02:30:00 PM,31.166,63378.2,,,,
381,03/28/24 03:00:00 PM,30.862,19289.0,,,,
382,03/28/24 03:30:00 PM,30.659,31689.1,,,,
383,03/28/24 04:00:00 PM,30.356,16533.4,,,,
384,03/28/24 04:30:00 PM,30.054,13089.0,,,,
385,03/28/24 05:00:00 PM,29.853,13089.0,,,,
386,03/28/24 05:30:00 PM,29.452,5511.1,,,,
387,03/28/24 06:00:00 PM,29.252,3788.9,,,,
388,03/28/24 06:30:00 PM,28.953,344.4,,,,
389,03/28/24 07:00:00 PM,29.053,139.9,,,,
390,03/28/24 07:30:00 PM,29.352,10.8,,,,
391,03/28/24 08:00:00 PM,29.152,0.0,,,,
392,03/28/24 08:30:00 PM,29.252,0.0,,,,
393,03/28/24 09:00:00 PM,29.252,0.0,,,,
394,03/28/24 09:30:00 PM,29.252,0.0,,,,
395,03/28/24 10:00:00 PM,29.252,0.0,,,,
396,03/28/24 10:30:00 PM,29.252,0.0,,,,
397,03/28/24 11:00:00 PM,29.252,0.0,,,,
398,03/28/24 11:30:00 PM,29.252,0.0,,,,
399,03/29/24 12:00:00 AM,27.665,0.0,,,,
400,03/29/24 12:30:00 AM,27.075,0.0,,,,
401,03/29/24 01:00:00 AM,26.683,0.0,,,,
402,03/29/24 01:30:00 AM,26.585,0.0,,,,
403,03/29/24 02:00:00 AM,26.683,0.0,,,,
404,03/29/24 02:30:00 AM,28.456,0.0,,,,
405,03/29/24 03:00:00 AM,29.053,0.0,,,,
406,03/29/24 03:30:00 AM,29.053,0.0,,,,
407,03/29/24 04:00:00 AM,29.053,0.0,,,,
408,03/29/24 04:30:00 AM,29.053,0.0,,,,
409,03/29/24 05:00:00 AM,29.053,0.0,,,,
410,03/29/24 05:30:00 AM,29.053,0.0,,,,
411,03/29/24 06:00:00 AM,29.053,0.0,,,,
412,03/29/24 06:30:00 AM,29.053,0.0,,,,
413,03/29/24 07:00:00 AM,29.053,0.0,,,,
414,03/29/24 07:30:00 AM,29.053,96.9,,,,
415,03/29/24 08:00:00 AM,29.053,366.0,,,,
416,03/29/24 08:30:00 AM,29.053,731.9,,,,
417,03/29/24 09:00:00 AM,29.152,1550.0,,,,
418,03/29/24 09:30:00 AM,29.252,2066.7,,,,
419,03/29/24 10:00:00 AM,29.352,3444.5,,,,
420,03/29/24 10:30:00 AM,29.452,4650.0,,,,
421,03/29/24 11:00:00 AM,29.752,13777.9,,,,
422,03/29/24 11:30:00 AM,30.154,13089.0,,,,
423,03/29/24 12:00:00 PM,31.064,28933.5,,,,
424,03/29/24 12:30:00 PM,31.983,165334.4,,,,
425,03/29/24 01:00:00 PM,34.691,126756.4,,,,
426,03/29/24 01:30:00 PM,37.055,99200.7,,,,
427,03/29/24 02:00:00 PM,32.911,170845.6,,,,
428,03/29/24 02:30:00 PM,32.600,52355.9,,,,
429,03/29/24 03:00:00 PM,31.778,49600.3,,,,
430,03/29/24 03:30:00 PM,31.064,11022.3,,,,
431,03/29/24 04:00:00 PM,30.963,15155.7,,,,
432,03/29/24 04:30:00 PM,30.356,11711.2,,,,
433,03/29/24 05:00:00 PM,30.356,10333.4,,,,
434,03/29/24 05:30:00 PM,30.054,8266.7,,,,
435,03/29/24 06:00:00 PM,29.853,3788.9,,,,
436,03/29/24 06:30:00 PM,29.752,1894.5,,,,
437,03/29/24 07:00:00 PM,29.752,430.6,,,,
438,03/29/24 07:30:00 PM,29.853,21.5,,,,
439,03/29/24 08:00:00 PM,29.752,0.0,,,,
440,03/29/24 08:30:00 PM,29.752,0.0,,,,
441,03/29/24 09:00:00 PM,29.652,0.0,,,,
442,03/29/24 09:30:00 PM,29.552,0.0,,,,
443,03/29/24 10:00:00 PM,29.552,0.0,,,,
444,03/29/24 10:30:00 PM,29.552,0.0,,,,
445,03/29/24 11:00:00 PM,29.452,0.0,,,,
446,03/29/24 11:30:00 PM,29.352,0.0,,,,
447,03/30/24 12:00:00 AM,29.252,0.0,,,,
448,03/30/24 12:30:00 AM,27.370,0.0,,,,
449,03/30/24 01:00:00 AM,25.610,0.0,,,,
450,03/30/24 01:30:00 AM,25.708,0.0,,,,
451,03/30/24 02:00:00 AM,25.902,0.0,,,,
452,03/30/24 02:30:00 AM,25.708,0.0,,,,
453,03/30/24 03:00:00 AM,28.555,0.0,,,,
454,03/30/24 03:30:00 AM,28.953,0.0,,,,
455,03/30/24 04:00:00 AM,28.953,0.0,,,,
456,03/30/24 04:30:00 AM,28.953,0.0,,,,
457,03/30/24 05:00:00 AM,28.953,0.0,,,,
458,03/30/24 05:30:00 AM,28.953,0.0,,,,
459,03/30/24 06:00:00 AM,29.053,0.0,,,,
460,03/30/24 06:30:00 AM,29.053,0.0,,,,
461,03/30/24 07:00:00 AM,29.053,0.0,,,,
462,03/30/24 07:30:00 AM,29.053,172.2,,,,
463,03/30/24 08:00:00 AM,29.053,430.6,,,,
464,03/30/24 08:30:00 AM,29.053,828.8,,,,
